train_data1,train_data2,train_data3,train_data4
0.788044891759214,0.752704881725982,1.21707152550106,0.025
0,1,0,0.025
2.51587384473941,-0.854529482727591,1.60350322080008,0.05
2.4917553399717,1.28128715502617,1.60646167411667,0.0125
0,-1,0,0.05
0,-1,1,0.0125
0.279494817819976,1.45315666395835,1.33428113862875,0.1
0.452001797742585,1.44099334571431,-1.0045543706252,0.05
1.52024027937192,-0.529559747187365,2.74114704975652,0.05
2.58857985604318,0.845364064597142,0.882303966548985,0.025
0,-1,0,0.1
0,0,-1,0.00625
-1,-1,0,0.1
2.34676099449663,2.77543711790804,2.37465188177349,0.0125
1.0456804848524,-0.375344941054229,0.652975283300073,0.025
0.936080227214369,1.33236940157794,0.534225380707866,0.0125
0,1,1,0.025
1.31672588645337,1.57624405792235,-0.436357989240668,0.0125
0.607147921506069,0.508015346186202,0.793065244772223,0.025
-1,0,1,0.025
1.85439800620657,2.08445075256473,1.63255586901427,0.05
0,0,0,0.00625
0,0,1,0.1
0.99410608999247,1.9429645440671,-0.228637512760754,0.05
0.0341490616300252,1.55839261013051,1.45042511006828,0.05
-1,0,0,0.1
0,1,1,0.05
-1,1,1,0.05
0,0,-1,0.05
0,-1,-1,0.00625
0,-1,1,0.00625
-0.697130688559936,1.14965239869399,0.0265473333387121,0.025
0.790379133912852,0.658127554078875,1.3623540865286,0.0125
0,-1,1,0.00625
0.898505617810116,1.46248756571181,-0.568799188274603,0.1
0,0,0,0.0125
1.66768159225021,-1.26376287278387,1.79906478310861,0.025
0,0,1,0.1
1.39702194540042,1.39101237243116,0.668272357159913,0.00625
0.802610977024621,2.41559696143287,1.03290982449792,0.1
0.764969892444166,0.0534697861265155,2.52975265081556,0.05
0,0,0,0.00625
-0.092328548256333,-1.13667786459922,2.25642601014599,0.0125
-1,0,-1,0.0125
0,0,0,0.025
1.09429655808615,1.91028975373226,0.857723390464916,0.1
0,0,0,0.0125
1.944558804373,-0.776969840700968,0.16700544073566,0.1
0.914750040418555,2.03917183553348,1.28924973462552,0.1
2.58548916603396,0.371527801425004,0.921062690867367,0.1
1.09460452297004,-1.65139835244993,0.815459017072036,0.025
1.09368133635384,0.800756019317358,1.90385784155308,0.0125
0,-1,0,0.1
-0.228892590821602,1.37534536194692,0.616198673511177,0.0125
1.26563912389807,0.911003097073857,0.806844018317453,0.025
1,0,0,0.1
0.0115352133480899,1.1783526935726,0.748393376829279,0.05
0,1,0,0.1
0.0509963282904086,1.25209345223248,2.09293834365256,0.0125
0,-1,-1,0.00625
1.93105229407233,1.00905753482384,0.219666855835939,0.025
2.25841658049162,0.942544522669045,0.627181213848295,0.05
0,0,0,0.1
0.526296465714845,1.04224689637623,1.66190373127515,0.05
1.38418682470302,-0.0542187634963678,2.17349319016386,0.025
1.22257962475582,1.53552610360262,2.37408448999655,0.025
1.13191438429524,0.944302804176643,1.1594565488017,0.05
0,0,0,0.00625
0.757229927328727,-1.0205160707453,-0.773957002686316,0.025
1,0,0,0.05
1,1,-1,0.025
0.523526349864398,-0.518136384558543,0.801710008350146,0.0125
-0.165685907811786,0.811354475678739,-0.596970559144645,0.00625
0,-1,1,0.0125
1.2585352532961,1.40516254367195,-0.305334720081186,0.05
0,1,-1,0.025
0,0,0,0.05
0,0,1,0.1
1.97281396043537,2.06301637947606,0.286007849653907,0.1
-1,0,-1,0.0125
2.74168964192294,-0.599378562047338,2.67644840623207,0.00625
0,-1,1,0.0125
0.0431171508543186,-0.0313660482679734,0.916886870394382,0.00625
0.539598138977952,0.505607595453269,1.16912543566406,0.0125
0.486250159196791,-0.160021728707256,-0.0650804559145186,0.1
1.39857732173765,1.69745464917856,-0.355385183773479,0.05
0,0,1,0.1
0,1,1,0.05
1.85068824079996,1.99695801251365,-0.456940056485708,0.025
0,1,1,0.05
0,0,-1,0.0125
0,-1,-1,0.025
2.48598761003483,1.46240831206589,0.700010201834875,0.025
0,-1,-1,0.1
0,-1,0,0.00625
0,1,1,0.0125
1,-1,1,0.05
1,0,1,0.00625
0,0,0,0.025
0,1,-1,0.05
0,1,-1,0.00625
0,0,1,0.0125
0,-1,-1,0.1
0,1,0,0.1
0,0,-1,0.025
0.698495952335573,1.84483175538356,3.3071390960852,0.0125
0,0,-1,0.00625
0,0,-1,0.025
2.46323120005726,1.4538469683015,1.00898238743373,0.1
1.98091522931046,1.27583224622337,1.81976218256196,0.0125
0,-1,-1,0.0125
2.17070861109213,0.0661430467643266,2.2172654458338,0.0125
0,-1,-1,0.00625
0,0,-1,0.05
1.55827751857672,2.20206041320116,-0.532285572551831,0.1
-0.107993247191003,2.12072074161012,0.439677218748532,0.05
-1,1,0,0.1
1.76505220726712,0.0357208069182219,1.23625654666727,0.00625
-1.16183075060429,1.89474461724371,1.65192474467623,0.00625
0,-1,-1,0.025
1.40928776958974,1.7308552359618,-0.310797504815538,0.0125
0,0,-1,0.05
0,0,0,0.0125
2.02582872594627,1.41991325139967,2.33865982050059,0.025
1.27229133138102,1.04060036327824,0.704569165888452,0.05
1,-1,-1,0.00625
0,-1,-1,0.025
1,-1,-1,0.00625
1.73379507318591,1.1734022477226,1.68538589673787,0.1
1.79491608991661,0.332868407305675,1.03145051890535,0.05
0,0,1,0.00625
0,0,-1,0.00625
-0.167110770056515,0.965511113366984,0.671461512153376,0.025
0,0,0,0.05
0,1,-1,0.0125
0,1,1,0.025
1.51106905681472,2.08399047952767,1.14496885540356,0.05
1,0,0,0.00625
0,-1,1,0.025
0,0,0,0.0125
-1,0,0,0.025
1.93802357265268,-1.32544470305482,1.05609957306588,0.0125
0.530912556175513,2.39878818827606,-0.303455780256531,0.025
0.784706752259823,1.48640111416832,0.809001821985624,0.00625
0,1,1,0.025
-1,-1,-1,0.1
0.205084059381573,1.88299696840365,1.51778698875028,0.05
-1,1,-1,0.025
1.79565124622796,0.78225276587483,0.468716514141591,0.1
1,0,-1,0.1
0.938720658797832,-0.556357380458389,1.52093000338085,0.05
0,0,1,0.0125
1.86478611871171,0.662187478519469,1.454192132202,0.05
0.821742916518884,0.871166927227372,1.43719507595334,0.025
1.13905960708058,0.802135309461038,1.44479815967262,0.0125
0.208609415262705,0.909180091649602,0.925866687124872,0.025
0,0,-1,0.05
0,0,0,0.05
1,0,-1,0.0125
0.623597343819904,0.454585581430236,1.13152857994683,0.00625
0,0,0,0.05
0.96504695978614,2.46326896492993,0.626418835840978,0.025
0.886652307433328,1.94519438002027,0.521444905297695,0.05
0,0,-1,0.1
0,1,1,0.025
0,1,-1,0.05
1.25374997443861,1.18060206555388,-0.0776715953596996,0.025
2.12194569437203,1.4300140190548,1.10996748087078,0.00625
0,0,-1,0.0125
0,-1,0,0.025
0.372092692809469,-0.788329908131969,-0.201526623527185,0.0125
0,0,-1,0.00625
1.14204437865942,0.406466254249019,0.695786303516298,0.05
1,0,0,0.0125
0,0,0,0.05
0,-1,0,0.1
0,-1,0,0.1
0.79590926783861,0.397948919568982,1.58918908142467,0.1
0.543648877880049,1.77294517407079,1.76555261942191,0.025
0,1,1,0.0125
2.714183646744,-0.447595475430932,1.79195572829764,0.025
1.06461031046448,0.970889306095273,0.238231437868893,0.05
0,1,1,0.025
0.274384168802309,1.99044085431957,1.05350448495567,0.05
3.43945827629848,3.25187463999432,2.79025435568466,0.0125
1,0,0,0.0125
-0.281145054535663,0.201180570098498,1.42412965995805,0.025
1.26030924245829,1.98448617174119,1.66162224264693,0.025
0.942484881551437,-0.774383208649629,0.122217196148447,0.05
2.49565497021854,1.18339458342119,0.513074813936429,0.00625
0,-1,1,0.1
2.0624381418923,1.33264118008679,0.715714915849734,0.0125
0,0,0,0.025
0.757398057412106,1.44478653167563,0.737045063553269,0.025
-1,-1,1,0.00625
0,0,1,0.1
-0.115676796649514,1.37957211301461,0.989645751025828,0.1
0,0,-1,0.1
2.2370770619079,1.67063269188973,0.873300269147242,0.05
0,1,-1,0.00625
0,0,-1,0.05
0.791884799300416,0.809175624868299,1.13216162848384,0.00625
0.510373283904912,1.85299268509079,2.79068832966195,0.00625
-0.0383786377899762,1.70355840585147,0.516602918632854,0.05
0,0,0,0.0125
0.0906961492667778,1.86842515300423,0.201215975830447,0.025
0,-1,0,0.1
0,1,0,0.025
-1.16188933654211,0.48545789696931,0.154398918741124,0.05
0.579777907423103,0.425804382370566,0.323382770096848,0.00625
1,1,0,0.1
0,1,0,0.00625
1.23663092577102,0.403209215096265,1.38064442800295,0.025
0,-1,-1,0.05
0.608185944773617,0.462693872909136,0.675722021287891,0.00625
1.87596629024139,2.55554182268778,1.09753090290491,0.00625
1.77517630337541,-0.503718968434629,2.26791046019437,0.05
0,1,1,0.1
0,0,0,0.025
0,0,1,0.1
0.537011797033489,1.92322984500123,0.568211865604153,0.0125
1.33136544273587,0.632208976528478,1.74601842773403,0.1
0,0,0,0.025
0.671415660348409,1.45429243418145,0.134870664332548,0.05
1.85537346730087,0.245668679335866,0.889483528744831,0.05
-0.0420319712088701,1.45835876142236,1.23861085016897,0.00625
0.608185944773617,0.462693872909136,0.675722021287891,0.1
-1,1,1,0.1
1.89452894528652,-0.0174519317246802,3.4774377057741,0.05
0,0,-1,0.00625
0.543648877880049,1.77294517407079,1.76555261942191,0.0125
0,0,1,0.0125
1.41308882253298,0.978944779612444,1.43066307103844,0.1
0,0,1,0.05
1.70195951078135,0.469888724233086,0.534325185044277,0.025
1.69289654080225,1.24499198806112,0.339733941794655,0.00625
0.805648903921298,2.01566776030616,1.9735650848885,0.025
0.663511200877468,1.21159791735648,0.0167003621581301,0.0125
-1,-1,1,0.00625
0,0,1,0.025
0,-1,-1,0.0125
0,0,1,0.00625
1.50253838093875,0.115022044172645,0.553225034239859,0.00625
0,1,-1,0.05
0,1,-1,0.1
1,0,0,0.1
0,1,0,0.025
0.248610396235537,-1.75082036823562,1.80117552372074,0.00625
1.58106816235615,1.84328424641225,1.67518597433012,0.1
-0.154425913792481,1.08617684740932,-0.934674563143407,0.0125
0,-1,1,0.1
0,1,-1,0.0125
1.72968576936131,-0.0817293392409415,1.11691729210338,0.1
0,0,-1,0.025
1.69443056229057,2.52913664508751,2.24365913924075,0.05
0.875372622192949,1.78406799075815,-0.370729307224614,0.05
1.90179487018879,-0.342836692597554,2.23791660985374,0.0125
0,0,-1,0.0125
0,0,-1,0.0125
1,0,-1,0.025
0.82320391587846,0.346320195399513,-0.239680639614321,0.00625
-1,0,-1,0.05
0,1,-1,0.00625
0,0,0,0.0125
-0.92118622294063,1.1792264729279,1.54493403450575,0.025
-0.445269505823328,0.957085008977813,-0.358067068034727,0.0125
1.24462094766155,-0.801648385241079,1.22720732028751,0.0125
1.97535713282289,0.382208528384836,1.69447629378483,0.025
0,1,1,0.00625
0,-1,-1,0.05
0.410036765318951,-0.325286343716507,0.00265930174519113,0.0125
1,1,0,0.1
1.02973567608726,1.97775504430617,0.449996867853268,0.05
0,0,0,0.00625
1.20840313775669,1.43050232387348,-0.616023089864459,0.05
1.15382764677073,1.27032178265962,0.501481591127178,0.0125
1.7980165503779,0.673170912966149,0.953047799029013,0.05
0,0,0,0.05
0,0,-1,0.05
-1.28750841091861,1.47137405837738,-0.175086338173497,0.05
2.65746374071317,-0.59283383963297,2.82146072472804,0.0125
-0.92118622294063,1.1792264729279,1.54493403450575,0.0125
0,1,1,0.025
0,-1,0,0.00625
0.97227606192141,2.88641534954981,-0.30103055016753,0.00625
-1,0,1,0.0125
0,-1,-1,0.05
-0.809843632193881,1.069474558596,0.60625522765789,0.00625
1.20840313775669,1.43050232387348,-0.616023089864459,0.00625
0,-1,1,0.05
1,0,0,0.0125
0,-1,1,0.0125
0,0,-1,0.00625
1,0,0,0.00625
-0.39533159508565,-0.0762610846624279,-0.156924540635831,0.0125
3.64111197217607,2.69685292669213,0.145311692262765,0.0125
0,0,1,0.00625
0,1,-1,0.1
1.54783561103334,-0.0363615731192448,2.31528878845207,0.00625
0,1,0,0.05
1.05142201124235,1.04850759229257,0.0416462449042387,0.05
0,0,0,0.025
-1,1,0,0.00625
-1,0,-1,0.00625
0,0,1,0.1
0.578666121655799,4.54309734189604,1.45845472671827,0.1
1.6764260030423,1.3339976127551,-0.254558704334164,0.00625
-0.148707963185804,0.829020679489722,1.48259570014909,0.025
-0.0860677155076159,0.761087967766008,1.67744400832107,0.00625
0,-1,-1,0.025
-0.86656958243127,-0.236031121565261,1.13332721977548,0.05
2.30643956717091,0.651302540254172,0.157976951628328,0.00625
-0.529708980478382,1.95382536049446,2.03012167744343,0.00625
0,0,1,0.1
1.18778593530197,1.17159389897741,1.28715335368807,0.00625
0.588895808543276,0.446222514041613,1.65392037582272,0.025
0,1,1,0.05
0,0,1,0.0125
1,1,1,0.05
2.58548916603396,0.371527801425004,0.921062690867367,0.00625
1.18309386684138,1.37470434181236,0.549216672559579,0.00625
0.757024729417063,-0.49777265600949,0.0514924741403624,0.025
0,0,1,0.00625
-0.8936889478903,0.123853635626714,0.438051652458771,0.025
0,-1,-1,0.025
0,0,0,0.025
0,0,0,0.025
1.19616256504111,2.1118039075287,-0.0120132004844626,0.1
0,0,-1,0.1
0.630346233347023,2.50940427855865,0.183653707880558,0.025
0,0,1,0.1
2.56784344684331,0.230320212462271,1.14259198133491,0.00625
0,0,0,0.025
0,1,0,0.05
0,0,1,0.0125
-1,0,0,0.0125
-0.228892590821602,1.37534536194692,0.616198673511177,0.05
0,-1,1,0.025
2.1324686838642,2.00326533370107,0.611057694431078,0.0125
0.655455334202578,0.234568431316729,-0.643371879764562,0.0125
-0.386227980517168,2.20725535169882,2.49589492097928,0.0125
-0.167096032960086,0.239428868007791,0.315628924039902,0.025
-0.0449056542084159,1.58001525162011,1.83864823645546,0.1
0.480936076153892,0.79085427431099,0.398269391294936,0.025
2.5187661029508,1.01756519438169,1.47824381772717,0.1
1.57285813770448,1.35708044096236,2.00547089251013,0.00625
0,-1,1,0.0125
0.827024520302019,0.869535125693407,2.12773724708168,0.025
0,1,-1,0.025
1.50722899329091,1.55715494207409,-1.09293992583631,0.1
0.496155773888196,-0.65105379112828,-0.779397978783592,0.05
1.26876181573745,1.47374089757337,2.22811833000264,0.025
1.98350426666635,2.95765469886233,1.53058242623435,0.00625
1.09745032517068,0.31411595436073,1.30058628719623,0.0125
0.86924894420485,0.0958865124831626,1.41129039992093,0.025
0,1,-1,0.025
1.50223005160734,1.50582486990347,1.16216413531921,0.025
0,0,0,0.00625
1.93105229407233,1.00905753482384,0.219666855835939,0.05
0,-1,0,0.1
1.66649329152849,-0.45935309977907,0.0667437215412767,0.00625
1,1,-1,0.0125
0,1,0,0.00625
0.575378473623333,2.68568735730729,0.731167607366874,0.00625
0,1,0,0.00625
-0.160067125530343,1.82809550452466,0.447701146772351,0.00625
0,0,0,0.00625
2.98918237677958,1.83683548730017,0.384417477696136,0.025
0,1,0,0.1
0,0,0,0.025
0,-1,0,0.00625
0.875372622192949,1.78406799075815,-0.370729307224614,0.1
0,1,-1,0.0125
0,1,1,0.0125
0,0,-1,0.00625
-0.523092371169089,3.04420111209617,2.00844216284891,0.05
2.32880081241919,-0.0533990957746355,0.0474919355830967,0.025
-1,0,1,0.025
2.30075273421187,1.81846325371663,-0.384184482248264,0.1
1.25949391897427,-0.055755394559075,1.24787076876247,0.05
1,-1,0,0.05
1.00104009822629,2.26620821175946,1.70595286183173,0.0125
0,1,0,0.00625
1,-1,0,0.00625
0.246625413096728,1.02616939458239,0.936545747329606,0.025
1.944558804373,-0.776969840700968,0.16700544073566,0.05
1,0,-1,0.025
0,0,0,0.05
1.81562248905713,1.6940145690024,-0.386409824638047,0.00625
-1,0,-1,0.00625
0.921470783013419,1.74385125106125,2.30267994687053,0.0125
1,0,-1,0.00625
1,0,-1,0.0125
0.646068124292046,1.60715848868335,0.314244895138552,0.0125
0,0,1,0.05
0,0,0,0.05
0,1,-1,0.025
0,0,0,0.025
0,0,-1,0.05
0,0,1,0.025
-0.0278703964394131,0.821672152619608,2.57971418397387,0.025
0.334814823242383,-0.883770195813296,-0.619050260126131,0.0125
0,-1,1,0.025
1,0,-1,0.05
0,0,1,0.05
0.938720658797832,-0.556357380458389,1.52093000338085,0.00625
0.412102089233758,0.82260540422207,2.46040074549193,0.1
0,-1,0,0.00625
0,0,1,0.1
0,0,0,0.1
0,0,-1,0.0125
0,0,1,0.05
0,-1,-1,0.00625
1,-1,0,0.0125
0.362855795638434,-1.47414802948508,0.700186126766368,0.00625
-1,1,-1,0.00625
1,0,-1,0.025
0.77752072174944,2.23300275438844,1.67661454144134,0.05
0,1,0,0.05
0.639587098626503,0.752014384051622,0.923777186945648,0.0125
1.53747057135359,0.0641667659198871,-1.19946384198056,0.00625
1.25374737048332,0.830710096962918,0.370589558022812,0.0125
1.15188647788367,1.24701104090332,1.7882208462735,0.00625
0.17029875101002,0.313555388040012,0.132306103644245,0.0125
0,-1,0,0.00625
0,1,-1,0.05
0,1,0,0.05
2.27654326684656,0.557754769171778,-0.281429005856984,0.1
1,-1,0,0.05
0,1,1,0.00625
0,0,-1,0.05
-0.730405529458136,1.07790776662217,-0.699469452376785,0.025
1.24154755785058,2.17790254576514,0.704290019731485,0.1
0,0,-1,0.05
1.20178856857308,-0.171486903714585,3.43014473658427,0.025
-0.0860677155076159,0.761087967766008,1.67744400832107,0.0125
2.0915153981723,3.50213087683427,-0.597384431569003,0.025
2.2847723687669,0.835065756878877,0.384309274895282,0.00625
0.692961327399502,1.77431143942935,0.821169188725343,0.00625
2.2047904046008,0.309083994326211,0.856202390757443,0.00625
0,0,1,0.025
1.94362840579935,1.97930984560951,0.381154666727159,0.025
0,-1,0,0.05
0,1,-1,0.1
1,-1,0,0.025
1.81562248905713,1.6940145690024,-0.386409824638047,0.1
0,1,-1,0.025
1,-1,0,0.025
1.01559021964808,0.564491163802477,2.07743464356324,0.025
0,1,1,0.025
0,-1,0,0.025
0,-1,1,0.00625
0,0,-1,0.0125
0.341131790756659,2.19665685375074,2.26351301377748,0.0125
0.298397282179442,0.475102325427329,1.3917121114976,0.1
0,0,-1,0.025
0,0,-1,0.025
1.78978929238691,0.459288046627519,0.966975889286433,0.0125
0,0,-1,0.00625
0.999057436181098,0.863938192292823,1.63098782133206,0.00625
1.18392623056277,2.39628239726835,0.810867828806798,0.0125
0,0,-1,0.025
0.172380496214072,0.960484268059164,1.93934344354082,0.00625
-1,0,1,0.05
1.00967747332326,2.60252314532251,0.589675896074418,0.0125
0,-1,0,0.1
2.25841658049162,0.942544522669045,0.627181213848295,0.0125
0,1,-1,0.00625
2.78940103073903,-2.77544977403301,1.9252736744474,0.0125
1.38789128194678,1.64021422905367,1.15401230384062,0.05
0.66503392164896,2.41315803837854,1.63017970899685,0.05
0.193002839088121,1.15643994543577,1.10250988555308,0.00625
1.41068777813368,-0.134582100151585,0.726189410894489,0.05
0.847642930261294,0.299498597122917,1.12132312997351,0.05
0.384243927984575,1.87723415209039,2.1655189674777,0.00625
2.63219996469402,1.05751813089019,1.57941062348101,0.05
0.633571744767033,2.13330597662003,0.461897177456935,0.00625
0.292076618238795,-1.88876112388914,0.226771485431494,0.05
1.32216138044794,-0.535003234012311,3.08708069940265,0.0125
0,-1,0,0.0125
0,0,-1,0.0125
0,0,1,0.05
2.23438757978888,0.332335910872911,0.128045247483252,0.025
0,-1,0,0.0125
0,-1,0,0.05
2.66102626409954,0.308240802382047,1.18420106324864,0.025
0,1,-1,0.05
1,1,0,0.05
2.04548395987405,0.957119858985864,1.20212972588464,0.1
-0.79841861728676,1.96285757137059,0.711384529880236,0.05
1.15140629660354,1.59003706074259,2.14402986067003,0.05
0.304573102188585,1.13825685294349,0.0775542557590857,0.05
1.74364152337179,0.636995191189375,2.78663818063105,0.025
0,0,-1,0.0125
0,0,1,0.0125
0.299002741626878,-0.552424941772549,1.4586048692579,0.00625
1.65489335957864,0.356408119148656,-0.287093129767549,0.025
-1,0,0,0.0125
0.210492113292811,0.261629350144948,1.25707376685227,0.0125
0,1,0,0.05
-0.0449056542084159,1.58001525162011,1.83864823645546,0.05
-0.517751960607792,0.667638163860562,-0.0710182367882923,0.1
1.71334481947215,1.28105738901388,1.88981710044087,0.1
1.5142207131188,1.88123990721916,1.98905478366982,0.0125
0,-1,-1,0.025
0.219671759833587,0.901347585004935,1.73148916257568,0.1
0,0,-1,0.05
0,-1,0,0.1
-0.953651568358862,-1.00036386504388,1.49920812733552,0.00625
0,0,1,0.0125
1.76570715583213,2.09345377129074,-0.221896190711484,0.025
0,-1,1,0.1
2.73024095421832,0.710234129346218,1.90914035202689,0.1
-1,1,1,0.0125
0,1,1,0.05
0.957300451162322,2.87124632141237,0.179503682727374,0.1
0,0,1,0.0125
0,0,0,0.05
-0.42081066813442,0.129428101441707,1.43623312160449,0.00625
1.96393755772492,0.869173268946978,1.22047889181502,0.1
0.917047198064328,1.28202126124314,1.51090524611986,0.00625
0,0,-1,0.025
2.4465417073645,2.96077166760344,0.558320978677436,0.025
0.801659246041501,0.986828446483897,0.252982685186166,0.00625
0,1,-1,0.00625
-0.695423656633995,0.888421934682735,1.51062277349092,0.0125
3.12821152092334,-0.540704020255344,0.671270462059249,0.025
1.75064610952272,1.74808197512255,0.347368812868927,0.00625
1.74884114941025,2.92941717601628,-0.11543442716759,0.00625
-0.520243035768357,3.49392024862018,2.20994482713134,0.025
1.93443114999003,0.567006565663955,0.540358694431178,0.05
0,0,-1,0.00625
0,-1,0,0.1
0.827024520302019,0.869535125693407,2.12773724708168,0.1
0,0,-1,0.1
0,0,1,0.1
0,1,-1,0.05
0,-1,0,0.025
1.38626918670046,1.28310299097146,1.14020392193185,0.0125
1.02798503820311,1.65071256120251,0.771556738176459,0.1
3.39530842712747,1.68635552184837,-0.0265727634183814,0.00625
0.726935275300409,2.4656986047752,0.929006539234453,0.025
0,-1,0,0.00625
1.94130281944466,1.31652694417856,1.39447843844358,0.1
1,0,0,0.00625
-0.349598203429746,0.773904416836793,0.575138434635908,0.05
1.90470073876276,1.63826894116799,1.7285988525469,0.05
-1,0,0,0.025
1,0,0,0.00625
3.89581453645834,2.30717677900134,1.09866206238328,0.0125
0,-1,-1,0.1
1.41311258567176,0.428262517673428,-0.831641020902168,0.00625
-1,0,1,0.0125
0,1,0,0.0125
0.121554094830139,0.561484287026869,0.713615396818504,0.05
-0.00622351585098269,0.928288356988812,1.50993944572955,0.05
0,1,-1,0.00625
1.85068824079996,1.99695801251365,-0.456940056485708,0.1
1.53237142649776,0.777750702835771,1.47052281291041,0.025
0,0,1,0.05
1,0,-1,0.1
1.61125411211044,2.19565098369757,1.27454373908622,0.1
0,0,1,0.1
0.465172152390625,1.61121698096175,0.647638453487098,0.1
-0.32005955260464,1.02253525005206,0.517159934617286,0.025
1.23933121939599,1.18269832934228,-1.11556779994209,0.00625
2.4363828372897,0.533992401976578,0.0889881785191399,0.025
0,1,1,0.05
0,1,-1,0.05
0.748180902137454,-1.88063158225591,2.43500993292073,0.0125
-1,-1,-1,0.05
0,-1,1,0.00625
0,0,-1,0.1
1.35399679025306,3.00308328441245,2.15711465424685,0.025
1.89452894528652,-0.0174519317246802,3.4774377057741,0.1
0,1,1,0.00625
2.90428658670821,1.39223287815489,1.01535554662397,0.00625
