data1,data2,data3,data4
0.838570235196909,0.925328113903962,0.980877581765527,0.025
-0.587785252292474,-0.678800745532943,-0.760405965600031,0.05
-0.156434465040229,-0.271440449865073,-0.38268343236509,0.1
-0.993068456954927,-0.999807240482065,-0.987688340595138,0.025
-0.831469612302545,-0.773010453362738,-0.707106781186548,0.1
0.453990499739548,0.309016994374946,0.156434465040234,0.00625
-0.831469612302546,-0.881921264348355,-0.923879532511287,0.0125
0.33433516798322,0.428381372890604,0.528522093333214,0.1
0.0362723548630942,0.0952699361691364,0.194685061221371,0.05
0.925328113903964,0.728553390593279,0.477953368534228,0.00625
-0.40074883310314,-0.271440449865073,-0.137012341681968,0.05
0.0980171403295598,0.195090322016127,0.290284677254461,0.025
-0.962455236453647,-0.987688340595138,-0.999229036240723,0.025
0.0071006228943637,0.0014485813926751,9.23013622956263e-05,0.0125
0.707106781186549,0.831469612302546,0.923879532511287,0.0125
1.20115722464288e-05,0.00144858139267506,0.0115222050416161,0.00625
0.604949687464165,0.477953368534227,0.357060219444154,0.05
0.0745315935936672,0.119364378515657,0.177900702942989,0.00625
2.37570782822764e-06,3.78942393253329e-05,0.000190855324707679,0.1
0.619093949309834,0.587785252292473,0.555570233019602,0.0125
-1,-0.995184726672197,-0.98078528040323,0.00625
0.630265501849367,0.728553390593274,0.818135621484342,0.00625
0.000598866149291625,0.00911862710939459,0.0424802495568943,0.00625
-0.488621241496955,-0.453990499739547,-0.418659737537428,0.025
-0.98078528040323,-0.956940335732209,-0.923879532511287,0.05
0.0745315935936675,0.0952699361691366,0.119364378515658,0.0125
0.0952699361691369,0.161969897428025,0.250000000000001,0.00625
-0.951056516295154,-0.938191335922484,-0.923879532511287,0.0125
0.000190855324707679,0,0.000190855324707679,0.1
0.0214466094067263,0.0493794544445626,0.0952699361691363,0.025
0.380346866404409,0.553998300158984,0.728553390593274,0.1
-0.923879532511287,-0.956940335732209,-0.980785280403231,0.1
0.161969897428026,0.0952699361691367,0.0493794544445628,0.025
-0.271440449865074,-0.233445363855905,-0.195090322016128,0.025
0.995184726672197,0.999229036240723,0.984426568089891,0.1
0.891006524188368,0.872496007072797,0.852640164354093,0.1
0.760405965600031,0.809016994374948,0.852640164354093,0.1
0.428381372890602,0.25,0.119364378515655,0.025
0.987688340595138,0.999807240482065,0.993068456954927,0.05
0.664252437911283,0.555570233019603,0.436409240673343,0.0125
0.728553390593275,0.604949687464164,0.477953368534226,0.025
-0.649448048330183,-0.747508326862595,-0.831469612302545,0.025
0.972560775722384,0.987726234834463,0.996919709440956,0.1
0.0214466094067264,0.0014485813926751,1.66921101939191e-59,0.05
0.951056516295153,0.923879532511286,0.891006524188368,0.05
-0.619093949309835,-0.707106781186548,-0.785316930880744,0.1
0.634393284163645,0.707106781186547,0.773010453362736,0.0125
0.382683432365091,0.290284677254464,0.195090322016128,0.1
-0.346117057077494,-0.471396736825998,-0.587785252292475,0.1
-0.471396736825999,-0.38268343236509,-0.290284677254463,0.00625
0.0029698944423752,0.00144858139267506,0.000598866149291634,0.00625
0.831469612302545,0.707106781186548,0.555570233019603,0.1
0.119364378515658,0.0745315935936674,0.0424802495568954,0.05
0.92532811390396,0.728553390593272,0.477953368534225,0.00625
0.0952699361691366,0.119364378515658,0.146901502548501,0.0125
0.951056516295153,0.891006524188367,0.809016994374946,0.00625
0.161969897428024,0.0952699361691365,0.0493794544445627,0.00625
0.119364378515658,0.0424802495568962,0.00911862710939463,0.025
0.996917333733128,0.987688340595138,0.972369920397676,0.0125
0.0214466094067269,0.0952699361691381,0.250000000000002,0.00625
0.707106781186547,0.5555702330196,0.382683432365088,0.025
0.346117057077492,0.453990499739545,0.555570233019602,0.05
-0.999807240482065,-0.993068456954926,-0.96759909236026,0.0125
2.02128619922972e-15,0.0980171403295623,0.19509032201613,0.00625
-0.972369920397677,-0.995184726672197,-0.999229036240723,0.025
0.036272354863095,0.0952699361691369,0.194685061221373,0.00625
0.0392598157590691,0.0784590957278447,0.117537397457839,0.025
0.00406431705309509,0.00019085532470769,1.48596279529602e-07,0.0125
0.00710062289436373,0.0214466094067264,0.0493794544445629,0.025
0.0214466094067268,0.00144858139267516,2.67073763102706e-58,0.025
0.831469612302546,0.881921264348355,0.923879532511287,0.025
0.00911862710939449,0.000955077738761778,2.37570782822745e-06,0.025
0.528522093333213,0.428381372890605,0.334335167983221,0.0125
-0.951056516295154,-0.891006524188367,-0.809016994374947,0.00625
0.852640164354093,0.891006524188368,0.923879532511287,0.0125
0.00911862710939498,0.000955077738761777,2.37570782822831e-06,0.05
-0.0980171403295597,-0.233445363855904,-0.364470499879149,0.1
0.999807240482065,0.987688340595138,0.956940335732209,0.1
0.649448048330184,0.619093949309834,0.587785252292473,0.0125
0.923879532511286,0.98078528040323,1,0.1
-0.117537397457839,0.0196336924606283,0.156434465040232,0.1
0.00296989444237524,0.00911862710939478,0.0214466094067263,0.0125
0.891006524188367,0.809016994374947,0.707106781186547,0.00625
0.000352402317437879,0.00542873029039716,0.0257922402675482,0.025
0.477953368534224,0.728553390593271,0.925328113903962,0.1
-0.923879532511287,-0.980785280403231,-1,0.025
0.0424802495568951,0.0745315935936678,0.119364378515659,0.1
0.910252592953815,0.774757290930047,0.604949687464165,0.025
0.893976418630743,0.818135621484342,0.728553390593273,0.05
0.649448048330184,0.587785252292474,0.52249856471595,0.05
-0.995184726672197,-0.972369920397677,-0.931214934758804,0.025
0.0214466094067263,0.00406431705309509,0.00019085532470769,0.0125
0.00911862710939459,0.00296989444237517,0.000598866149291634,0.025
0.630265501849367,0.428381372890604,0.25,0.025
0.0014485813926751,0.0071006228943637,0.0214466094067264,0.025
0.838570235196908,0.728553390593273,0.604949687464164,0.025
0.119364378515658,0.177900702942991,0.250000000000001,0.0125
1.40579962855621e-61,0.00144858139267502,0.0214466094067258,0.00625
0.630265501849366,0.428381372890605,0.250000000000001,0.00625
1,0.980877581765526,0.925328113903963,0.05
0.00911862710939478,0.0214466094067263,0.0424802495568955,0.00625
-0.233445363855907,-0.309016994374948,-0.382683432365091,0.05
0.357060219444154,0.477953368534226,0.604949687464164,0.00625
0.334335167983221,0.212309409561686,0.119364378515658,0.05
-0.923879532511287,-0.881921264348355,-0.831469612302545,0.1
0.0493794544445629,0.0214466094067264,0.00710062289436373,0.0125
0.00144858139267506,0.0214466094067268,0.0952699361691379,0.00625
0.25,0.357060219444153,0.477953368534228,0.05
-0.175796279934353,-0.0392598157590677,0.0980171403295605,0.05
1,0.980877581765526,0.925328113903963,0.1
0.987726234834463,0.951655382444444,0.893976418630743,0.00625
-0.346117057077494,-0.453990499739548,-0.555570233019602,0.1
0.230755425403827,0.380346866404409,0.553998300158984,0.1
0.951655382444444,0.81813562148434,0.630265501849367,0.05
-0.944806046466878,-0.98078528040323,-0.998265610184716,0.00625
0.119364378515659,0.0745315935936678,0.0424802495568951,0.1
-0.962455236453647,-0.972369920397677,-0.98078528040323,0.00625
0.838570235196909,0.951655382444444,0.999229184837002,0.00625
0.428381372890607,0.604949687464164,0.774757290930041,0.05
0.925328113903963,0.838570235196908,0.728553390593276,0.1
-0.45399049973955,-0.309016994374946,-0.156434465040232,0.1
0,0.137012341681968,0.271440449865073,0.0125
0.604949687464164,0.477953368534226,0.357060219444152,0.0125
0.177900702942991,0.0844891251900128,0.0307216677048797,0.1
-0.852640164354092,-0.891006524188368,-0.923879532511286,0.0125
0.993068456954926,1,0.993068456954926,0.0125
0.230755425403827,0.119364378515659,0.0493794544445628,0.05
0.477953368534225,0.604949687464165,0.728553390593274,0.00625
0.195090322016129,0.233445363855905,0.271440449865074,0.00625
0.0493794544445625,0.119364378515658,0.230755425403824,0.05
-0.923879532511286,-0.831469612302545,-0.707106781186545,0.0125
0.334335167983223,0.25,0.177900702942991,0.0125
0.528522093333215,0.428381372890606,0.334335167983223,0.1
0.000352402317437879,0.00542873029039716,0.0257922402675482,0.0125
-0.664252437911283,-0.760405965600031,-0.842217233716288,0.025
0.893976418630743,0.818135621484343,0.728553390593274,0.00625
0.00296989444237522,0.00911862710939459,0.0214466094067263,0.05
0.916187957117136,0.962455236453648,0.990569340443577,0.1
0.00144858139267498,1.66921101939191e-59,0.0014485813926751,0.00625
0.951655382444445,0.893976418630742,0.818135621484342,0.05
0.0952699361691367,0.177900702942991,0.290768505289532,0.025
0.195090322016129,0.0980171403295613,1.01064309961486e-15,0.05
0.177900702942991,0.119364378515658,0.0745315935936679,0.05
-0.831469612302546,-0.747508326862599,-0.649448048330185,0.1
0.984426568089891,0.951056516295153,0.899748284052221,0.0125
0.290284677254462,0.195090322016127,0.0980171403295593,0.0125
-0.649448048330183,-0.555570233019602,-0.453990499739545,0.1
0.0745315935936677,0.161969897428027,0.29076850528953,0.05
0.0952699361691364,0.0362723548630942,0.00911862710939449,0.05
-0.891006524188369,-0.809016994374949,-0.707106781186548,0.00625
0.987688340595138,0.993068456954926,0.996917333733128,0.0125
-1,-0.996917333733128,-0.987688340595138,0.1
0.604949687464165,0.728553390593276,0.838570235196908,0.1
-0.951056516295153,-0.984426568089891,-0.999229036240723,0.05
0.908143173825082,0.842217233716288,0.760405965600031,0.025
2.37570782822779e-06,3.7894239325333e-05,0.000190855324707688,0.025
0.987688340595137,1,0.987688340595138,0.025
0.290768505289531,0.334335167983221,0.380346866404408,0.1
9.23013622956173e-05,1.82191631860885e-62,9.23013622956201e-05,0.025
0.0176461322481376,0.00296989444237516,9.23013622956164e-05,0.0125
0.522498564715948,0.587785252292472,0.649448048330183,0.1
0.774757290930046,0.893976418630744,0.972560775722384,0.0125
0.0176461322481376,0.0570019051745824,0.1326997545232,0.05
-0.488621241496956,-0.364470499879151,-0.233445363855908,0.1
0.249999999999997,0.477953368534226,0.728553390593273,0.0125
0.838570235196908,0.925328113903962,0.980877581765526,0.025
0.33433516798322,0.25,0.177900702942989,0.1
-0.773010453362738,-0.831469612302546,-0.881921264348355,0.00625
-1,-0.995184726672197,-0.98078528040323,0.00625
0.987726234834463,1,0.987726234834463,0.1
0.25,0.177900702942991,0.119364378515658,0.1
0.893976418630743,0.925328113903962,0.951655382444446,0.1
0.972369920397676,0.987688340595138,0.996917333733128,0.1
0.831469612302546,0.707106781186549,0.555570233019604,0.00625
-0.923879532511287,-0.980785280403231,-1,0.1
0.25,0.29076850528953,0.334335167983221,0.025
0.0214466094067261,0.095269936169138,0.249999999999998,0.05
0.85806889464449,0.951655382444446,0.996919709440957,0.025
-0.993068456954927,-0.999807240482065,-0.987688340595138,0.1
0.00144858139267504,9.23013622956178e-05,1.66921101939191e-59,0.1
0.0493794544445631,0.0214466094067264,0.0071006228943637,0.1
0.818135621484342,0.893976418630743,0.951655382444444,0.05
1,0.962807638771085,0.858068894644487,0.0125
0.98078528040323,0.923879532511287,0.831469612302546,0.05
0.0424802495568951,0.0570019051745824,0.0745315935936678,0.0125
0.951655382444445,1,0.951655382444446,0.00625
0.453990499739547,0.522498564715949,0.587785252292474,0.05
0.477953368534228,0.312222458679212,0.177900702942991,0.00625
0.951056516295153,0.923879532511286,0.891006524188368,0.025
0.707106781186547,0.773010453362736,0.831469612302545,0.05
0.119364378515656,0.0424802495568946,0.00911862710939448,0.00625
0.923879532511287,0.891006524188368,0.852640164354093,0.00625
-0.809016994374947,-0.831469612302545,-0.852640164354092,0.1
0.00144858139267506,0.0115222050416161,0.0424802495568949,0.05
0.382683432365091,0.309016994374948,0.233445363855907,0.00625
-1,-0.98078528040323,-0.923879532511286,0.05
0.156434465040229,-6.12323399573677e-16,-0.156434465040234,0.00625
-0.0784590957278459,0.0392598157590666,0.156434465040231,0.0125
0.707106781186547,0.785316930880745,0.852640164354092,0.0125
-0.996917333733128,-0.987688340595138,-0.972369920397676,0.0125
-0.555570233019603,-0.634393284163645,-0.707106781186549,0.025
0.998265610184716,0.996917333733128,0.976765881320873,0.1
0.0214466094067269,0.095269936169136,0.250000000000002,0.0125
0.707106781186549,0.809016994374947,0.891006524188368,0.05
0.649448048330184,0.707106781186548,0.760405965600031,0.1
0.925328113903961,0.838570235196908,0.728553390593273,0.1
-0.634393284163645,-0.522498564715947,-0.40074883310314,0.00625
-0.734322509435685,-0.809016994374947,-0.872496007072796,0.0125
0.146901502548502,0.25,0.380346866404406,0.00625
1,0.980785280403231,0.923879532511287,0.05
0.809016994374948,0.760405965600032,0.707106781186548,0.00625
0.249999999999999,0.357060219444152,0.477953368534226,0.1
0.0493794544445625,0.0952699361691363,0.161969897428024,0.1
2.375707828228e-06,0.000598866149291659,0.00542873029039731,0.0125
0.453007782838741,0.630265501849366,0.796839135922359,0.1
-0.972369920397677,-0.938191335922484,-0.891006524188367,0.025
0.707106781186547,0.634393284163647,0.555570233019602,0.1
0.528522093333215,0.579500469890531,0.630265501849369,0.05
1.04325688711994e-60,9.23013622956149e-05,0.00144858139267501,0.025
-0.923879532511287,-0.962455236453647,-0.987688340595138,0.1
0.477953368534225,0.728553390593272,0.92532811390396,0.025
0.707106781186547,0.773010453362736,0.831469612302545,0.00625
-0.634393284163646,-0.707106781186547,-0.773010453362737,0.00625
-0.707106781186547,-0.587785252292471,-0.453990499739545,0.1
0.00144858139267511,0.00710062289436372,0.0214466094067264,0.1
-0.809016994374949,-0.734322509435686,-0.649448048330185,0.00625
3.78942393253331e-05,2.37570782822745e-06,0.000598866149291665,0.1
-0.987688340595138,-0.951056516295153,-0.891006524188367,0.00625
0.995184726672197,1,0.995184726672197,0.00625
0.428381372890608,0.63026550184937,0.818135621484343,0.1
0.831469612302546,0.773010453362738,0.707106781186547,0.05
0.00911862710939478,0.00296989444237524,0.000598866149291657,0.025
0.428381372890607,0.604949687464164,0.774757290930041,0.1
0.29076850528953,0.177900702942991,0.0952699361691379,0.0125
-0.453990499739546,-0.488621241496955,-0.522498564715948,0.0125
0.923879532511286,0.881921264348354,0.831469612302545,0.00625
0.925328113903962,0.728553390593274,0.477953368534228,0.025
1.22464679914735e-16,-0.0392598157590683,-0.0784590957278444,0.025
0.212309409561684,0.334335167983219,0.477953368534226,0.025
-0.587785252292471,-0.453990499739545,-0.309016994374946,0.05
0.925328113903961,0.980877581765526,1,0.0125
0.522498564715949,0.400748833103143,0.271440449865075,0.025
0.925328113903963,0.83857023519691,0.728553390593274,0.05
0.728553390593273,0.604949687464164,0.477953368534226,0.05
0.25,0.119364378515656,0.0424802495568944,0.00625
0.893976418630743,0.751968641683825,0.579500469890531,0.00625
0.0143513253300133,0.0214466094067262,0.0307216677048792,0.0125
0.818135621484342,0.630265501849366,0.428381372890602,0.05
0.999229184837002,0.972560775722384,0.876560324125891,0.0125
0.400748833103143,0.271440449865075,0.137012341681967,0.1
-0.999229036240723,-1,-0.999229036240723,0.1
-0.809016994374947,-0.734322509435685,-0.649448048330183,0.00625
-0.271440449865074,-0.233445363855905,-0.195090322016129,0.00625
0.972369920397676,0.938191335922484,0.891006524188368,0.0125
0.5555702330196,0.382683432365088,0.195090322016127,0.1
0.0029698944423753,0.000598866149291636,3.78942393253352e-05,0.05
0.809016994374947,0.852640164354092,0.891006524188367,0.00625
-0.382683432365088,-0.290284677254461,-0.195090322016127,0.0125
0.477953368534225,0.604949687464165,0.728553390593274,0.05
0.773010453362736,0.831469612302545,0.881921264348355,0.00625
-0.923879532511287,-0.831469612302547,-0.707106781186548,0.025
0.528522093333213,0.579500469890531,0.630265501849368,0.1
-0.987688340595138,-1,-0.987688340595137,0.0125
0.0307216677048797,0.00710062289436358,0.000598866149291667,0.025
-0.587785252292473,-0.555570233019602,-0.522498564715948,0.05
0.785316930880745,0.760405965600031,0.734322509435685,0.00625
-1,-0.995184726672197,-0.980785280403231,0.025
0.925328113903961,0.818135621484342,0.680169716035063,0.0125
0.095269936169137,0.0214466094067258,0.00144858139267512,0.00625
-0.38268343236509,-0.309016994374946,-0.233445363855906,0.1
0.346117057077494,0.214309153065051,0.0784590957278475,0.1
0.418659737537429,0.539138322911,0.649448048330185,0.00625
-0.175796279934353,-0.30901699437495,-0.436409240673343,0.025
0.987726234834463,0.951655382444446,0.893976418630743,0.0125
-0.852640164354094,-0.773010453362738,-0.678800745532943,0.00625
0.773010453362737,0.707106781186547,0.634393284163646,0.025
0.000598866149291648,2.37570782822718e-06,3.78942393253352e-05,0.0125
0.000598866149291623,0.00296989444237526,0.00911862710939467,0.1
0.68016971603506,0.503148862727439,0.334335167983219,0.00625
0.00296989444237514,0.0143513253300135,0.042480249556895,0.025
0.796839135922362,0.925328113903962,0.993080468527173,0.1
-0.809016994374947,-0.831469612302545,-0.852640164354092,0.05
-0.707106781186547,-0.634393284163645,-0.555570233019602,0.05
0.728553390593274,0.838570235196909,0.925328113903962,0.025
-0.233445363855904,-0.117537397457837,-7.34788079488412e-16,0.05
0.993068456954926,1,0.993068456954926,0.00625
0.604949687464165,0.477953368534225,0.357060219444154,0.00625
0.382683432365089,0.195090322016128,8.57252759403147e-16,0.025
0.177900702942991,0.212309409561685,0.25,0.025
0.972560775722384,0.987726234834463,0.996919709440956,0.00625
0.996919709440956,0.987726234834463,0.972560775722384,0.00625
0.707106781186548,0.587785252292474,0.453990499739548,0.00625
0.471396736825998,0.382683432365091,0.290284677254462,0.025
-0.418659737537428,-0.38268343236509,-0.346117057077493,0.1
0.925328113903961,0.728553390593277,0.477953368534226,0.025
0.831469612302545,0.891006524188367,0.938191335922484,0.05
0.951056516295154,0.972369920397676,0.987688340595138,0.0125
0.00710062289436346,0.0214466094067259,0.0493794544445625,0.1
0.428381372890605,0.380346866404407,0.334335167983222,0.0125
-0.831469612302545,-0.899748284052221,-0.951056516295153,0.00625
0.555570233019601,0.471396736825997,0.382683432365089,0.025
0.818135621484342,0.774757290930044,0.728553390593273,0.0125
0.728553390593273,0.604949687464164,0.477953368534226,0.025
0.579500469890531,0.404140204388274,0.25,0.1
0.522498564715949,0.587785252292473,0.649448048330184,0.0125
-0.881921264348355,-0.831469612302546,-0.773010453362737,0.025
0.995184726672197,1,0.995184726672197,0.05
0.119364378515659,0.25,0.428381372890609,0.1
-0.956940335732209,-0.980785280403231,-0.995184726672197,0.025
0.987726234834463,1,0.987726234834463,0.025
0.0952699361691363,0.0493794544445626,0.0214466094067263,0.1
0.382683432365091,0.309016994374948,0.233445363855907,0.0125
0.831469612302546,0.707106781186549,0.555570233019604,0.00625
0.587785252292473,0.555570233019602,0.522498564715948,0.0125
-0.382683432365089,-0.555570233019604,-0.707106781186546,0.00625
0.664252437911283,0.555570233019603,0.436409240673343,0.00625
0.00144858139267502,0.0214466094067258,0.0952699361691372,0.00625
0.987726234834463,0.951655382444446,0.893976418630744,0.025
1,0.987688340595138,0.951056516295154,0.1
0.309016994374945,0.453990499739547,0.587785252292471,0.00625
0.0214466094067263,0.00406431705309509,0.00019085532470769,0.025
0.908143173825081,0.891006524188368,0.872496007072797,0.025
0.309016994374948,0.38268343236509,0.453990499739547,0.05
0.00710062289436373,0.0214466094067264,0.0493794544445629,0.05
0.987726234834463,0.951655382444446,0.893976418630744,0.05
0.38268343236509,0.346117057077493,0.309016994374948,0.00625
0.505657373377984,0.619093949309832,0.720853596702918,0.00625
0.0214466094067264,0.00710062289436373,0.00144858139267506,0.0125
0.68016971603506,0.503148862727439,0.334335167983219,0.00625
0.925328113903962,0.951655382444446,0.972560775722385,0.05
0.604949687464163,0.477953368534225,0.357060219444153,0.05
0.380346866404406,0.528522093333212,0.680169716035063,0.1
0.250000000000001,0.161969897428025,0.0952699361691369,0.00625
0.290284677254462,0.195090322016127,0.0980171403295593,0.0125
0.00911862710939478,0.0214466094067263,0.0424802495568955,0.05
0.00296989444237524,0.00911862710939474,0.0214466094067264,0.1
0.842217233716288,0.760405965600031,0.664252437911283,0.025
0.057001905174582,0.0745315935936672,0.0952699361691366,0.025
0.522498564715948,0.587785252292474,0.649448048330182,0.1
-0.785316930880746,-0.852640164354093,-0.908143173825082,0.1
-0.195090322016129,-0.156434465040231,-0.117537397457839,0.025
0.212309409561686,0.119364378515658,0.0570019051745822,0.0125
0.0424802495568954,0.0214466094067264,0.00911862710939476,0.05
-0.453990499739546,-0.587785252292471,-0.707106781186548,0.1
0.891006524188368,0.852640164354093,0.809016994374948,0.05
0.987688340595138,0.951056516295153,0.891006524188367,0.00625
0.996919709440956,0.987726234834463,0.925328113903962,0.05
0.587785252292472,0.522498564715948,0.453990499739546,0.00625
1,0.987726234834463,0.951655382444444,0.1
-0.0392598157590677,-0.156434465040232,-0.271440449865075,0.1
0.0745315935936678,0.0424802495568951,0.0214466094067264,0.00625
0.555570233019603,0.471396736825998,0.382683432365091,0.05
0.81813562148434,0.630265501849367,0.428381372890604,0.0125
0.891006524188369,0.820401443525513,0.734322509435686,0.025
0.471396736825999,0.555570233019603,0.634393284163646,0.00625
0.357060219444152,0.477953368534226,0.604949687464164,0.00625
0.334335167983221,0.428381372890605,0.528522093333213,0.025
0.0214466094067264,0.0493794544445631,0.0952699361691372,0.025
0.630265501849366,0.774757290930043,0.893976418630743,0.05
0.309016994374949,0.156434465040234,3.67394039744206e-16,0.025
1,0.995184726672197,0.98078528040323,0.05
-0.987688340595138,-0.996917333733128,-1,0.025
1.10218211923262e-15,-0.195090322016127,-0.382683432365088,0.00625
-0.995184726672197,-0.999229036240723,-0.984426568089892,0.0125
0.604949687464165,0.477953368534225,0.357060219444154,0.1
0.68016971603506,0.503148862727439,0.334335167983219,0.0125
-0.382683432365093,-0.195090322016132,-9.79717439317883e-16,0.05
-0.290284677254461,-0.195090322016127,-0.09801714032956,0.0125
0.0980171403295598,0.195090322016127,0.290284677254461,0.05
-0.999229036240723,-0.996917333733128,-0.993068456954926,0.00625
0.587785252292471,0.453990499739546,0.309016994374945,0.1
0.720853596702918,0.809016994374948,0.881921264348355,0.0125
0.809016994374948,0.760405965600032,0.707106781186548,0.0125
-0.38268343236509,-0.471396736825997,-0.555570233019602,0.1
0.923879532511287,0.881921264348355,0.831469612302546,0.0125
0.678800745532942,0.760405965600031,0.831469612302545,0.1
-0.290284677254462,-0.156434465040232,-0.0196336924606283,0.00625
0.0071006228943635,0.00144858139267504,9.23013622956186e-05,0.00625
0.993068456954926,0.999807240482065,0.987688340595138,0.025
0.249999999999998,0.477953368534228,0.728553390593274,0.05
1.40579962855621e-61,9.2301362295621e-05,0.00144858139267506,0.025
0.00542873029039704,0.0214466094067262,0.0570019051745817,0.00625
0.925328113903961,0.987726234834463,0.996919709440957,0.0125
0.0214466094067258,0.00144858139267512,5.40051985306155e-61,0.0125
9.23013622956263e-05,1.66921101939191e-59,9.23013622956178e-05,0.05
0.119364378515657,0.0745315935936672,0.0424802495568949,0.00625
0.634393284163645,0.707106781186547,0.773010453362736,0.00625
0.587785252292471,0.707106781186548,0.809016994374947,0.025
0.925328113903961,0.838570235196908,0.728553390593273,0.00625
-0.831469612302545,-0.809016994374947,-0.785316930880745,0.05
-0.271440449865075,-0.156434465040232,-0.03925981575907,0.05
-0.809016994374947,-0.852640164354092,-0.891006524188367,0.0125
0.119364378515659,0.212309409561686,0.334335167983222,0.00625
0.630265501849366,0.453007782838741,0.29076850528953,0.00625
-0.852640164354092,-0.809016994374947,-0.760405965600031,0.0125
0.831469612302545,0.881921264348355,0.923879532511287,0.05
0.428381372890608,0.250000000000001,0.119364378515658,0.1
-0.634393284163645,-0.555570233019602,-0.471396736825998,0.1
0.751968641683824,0.579500469890533,0.404140204388278,0.0125
0.428381372890606,0.290768505289532,0.177900702942991,0.00625
0.119364378515658,0.177900702942991,0.25,0.0125
0.951056516295154,0.987688340595138,1,0.1
-0.555570233019604,-0.707106781186546,-0.831469612302546,0.0125
0.956940335732209,0.923879532511287,0.881921264348355,0.05
-0.891006524188367,-0.809016994374946,-0.707106781186548,0.025
-0.956940335732209,-0.98078528040323,-0.995184726672197,0.00625
1,0.999229036240723,0.996917333733128,0.1
0.233445363855906,0.156434465040232,0.0784590957278464,0.0125
-0.980785280403231,-0.995184726672197,-1,0.025
0.951655382444445,0.81813562148434,0.630265501849366,0.025
0.858068894644487,0.704592985800488,0.528522093333212,0.05
0.987726234834463,0.951655382444446,0.893976418630742,0.1
0.910252592953815,0.987726234834463,0.993080468527172,0.025
0.707106781186548,0.649448048330184,0.587785252292474,0.05
0.951655382444446,0.987726234834463,1,0.0125
0.852640164354093,0.809016994374948,0.760405965600032,0.00625
0.00406431705309509,0.0214466094067263,0.0653770586620299,0.025
0.418659737537428,0.309016994374945,0.195090322016127,0.1
-0.831469612302545,-0.899748284052221,-0.951056516295153,0.025
0.249999999999996,0.477953368534225,0.728553390593272,0.1
0.951655382444446,0.987726234834463,1,0.1
0.00911862710939448,0.000598866149291623,1.82191631860885e-62,0.0125
3.78942393253329e-05,2.37570782822764e-06,0,0.1
0.156434465040232,0.0784590957278464,1.22464679914735e-16,0.1
0.630265501849367,0.528522093333213,0.428381372890605,0.00625
0.925328113903961,1,0.925328113903964,0.1
0.25,0.428381372890604,0.630265501849367,0.05
-0.678800745532942,-0.587785252292474,-0.488621241496957,0.00625
0.881921264348355,0.831469612302546,0.773010453362738,0.00625
-0.972369920397677,-0.993068456954927,-1,0.05
0.290284677254462,0.19509032201613,0.0980171403295606,0.00625
-0.156434465040232,-0.0196336924606283,0.117537397457839,0.025
1,0.996917333733128,0.987688340595138,0.025
0.195090322016127,-1.01064309961486e-15,-0.195090322016129,0.05
-0.785316930880746,-0.693087362545635,-0.587785252292473,0.0125
1.66921101939191e-59,9.23013622956178e-05,0.00144858139267504,0.05
0.972369920397676,0.951056516295154,0.923879532511287,0.1
